label,content
anger,你敢靠近我我就敢注意你你敢关心我我就敢担心你你敢拿真心我就敢接纳你你敢拖我手我就敢亲吻你你敢喜欢我我就敢爱上你你敢为我戴上戒指我就敢嫁给你重点是你敢脱下我的衣服就要敢帮我穿上婚纱如果最后一条做不到那就请不要开始第一条谢谢
anger,没有发生在自己身上的事就可以站着说话不腰疼自己认为该是这样就不该反驳男人都站在男人的角度帮男人说话别以为女人就是没脑子的对就是对错就是错一件错的事就算十个人认为是对的一个人认为是错的这件事也不会变成对的尼玛的
anger,英国女艺术家RachelWhiteread的小儿子被禁止玩枪类的玩具于是他收集了很多树枝Rachel将儿子的收藏排列出来形成了一件作品RachelWhiteread出生于1963年以雕塑作品着称93年获得欧洲艺术类最高奖项特纳奖TurnerPrize这是首次有女艺术家获此殊荣
anger,中国电影的营销宣传真是被D发稿给毁了就忽悠吧发稿营销发稿宣传我们在北京的影院调查清清楚楚写着100个人只有1个人看过四大门户的娱乐稿还不明白
anger,广东老人跌倒路边死亡路人选择冷眼旁观图文昨日清晨高明区荷城街道岗头王村路边一位脚穿球鞋的老人扑倒在地侧向路面的头部口鼻流血第一位报警者获警方告知老人已死亡后将现场照片发至当地论坛矛头直指更早发现情况的路人见而避之请广东谴责委员会继续谴责管用吗
anger,发改委可改为发展涨价与改革委员会国土资源部可改为国土资源拍卖部卫生部可改为卫生与食品安全不管部民航总局可改为民航晚点不可避免总局还有没有
anger,美国又宣布对台军售我们直接拒绝中美贸易啊就不用美国货看谁受不了怎么还就治不了它了呢人家朝鲜穷不啦叽没有美国也照样活啊每次看到美国对台怎么我就生气一招制敌行不行啊每次都抗议管个P用啊
anger,我觉得金在中从SM出来以后现在没人对他进行言论管理这货开始肆无忌惮了浴缸kiss什么的作为一个男偶像你是要把后宫都逼上梁山吗你是要把王道饭们逼出狗血吗你是要把欧尼饭阿举嘛饭们逼出春心吗咩的
anger,他们害怕到这种地步居然降格新京报为地方报任由紫荆城这僵死一潭的宣传部门监管希望新京报人一定要坚持
anger,妈的怪不得鸡肉这么便宜各个学校都用鸡肉做菜这些都吃进肚子了啥都不说了道德沦陷往往是从富人的第一桶黑金开始的道德问题这个社会谁也没有资格评说尤其是富人
anger,房子不是房子是土地想明白这一点你就知道了几乎所有的调控都不针对土地是错误的几乎所有的概念认为开发商不讲道德不该赚钱也是错误的几乎所有的知识告诉我你可以建保障房但是不能强拆我的房子低价格拿我的土地
anger,这是搞什么什么剧情尼玛编剧喝狗血长大的啊
anger,前几天楼下贴着居委会灭蟑螂通知昨天下午一个女的上门称自己是蟑螂防治委员会的一管五十我就买了后来想想这样的东西要五十吗今天打到居委会问原来居委会卖的蟑螂药是一元两元一袋的昨天他们休息而且他们是不上门推销的真没想到在这种生活细节的事情上会让骗子钻了空子
anger,从武汉黄五杠到西安绿领巾我们可以清晰地看到成人的拜权拜金恶潮已开始全面地向亿万中小学生复盖式毒害啦这不是教育部甚至不是国务院所能阻止的最高权力领袖政治家必须有对中华民族高度负责的具体行动顶层设计要改革要人文教育要全面发展不要惟分数论人品
anger,今天急事飞北京民航说了慢三点的飞机现在预计705起飞难得坐次firstclass东航让我多坐会儿民航耽误大家多少宝贵时间我的心在流血啊高铁有理
anger,美国白宫官员7号说由于政府预算到期8号午夜用尽政府面临关门而共和民主两党谈判无果而终总统奥巴马7号晚进行最后斡旋怪事政府还会关门为什么不来咱中国取经咱多少个部委弄些假发票假账目骗取资金中饱私囊暗藏小金库体外循环哪会出现预算用尽的窘相
anger,约我出去吃饭逛街的小姑娘喝挂了约会推迟了泪奔我那么早起来做什么尼玛现在穿着高跟擦了睫毛膏涂了指甲油在啃馒头
anger,一位以卖菜为生的老人去商场想买一个发卡只因为今天是他孙女的生日这时一个保安过来用奇怪的眼光打量他并指着门说这不是你来的地方滚老人始终面带笑告诉他要买发卡保安竟不耐烦地了老人一脚并呵斥他出去再不出去就揍他最后老人无奈地走出了商场大家仔细看这个图老人的脸颊有一滴泪划过
anger,如果再不为彭宇等类似案件进行平反中国将面临史无前例的道德危机中国五千年的传统美德将死无葬身之地
anger,西门子居然弄到了我的电话号一个自称黄嬛的女人说是通过媒体的朋友弄到了我的号码我不知道是哪个媒体的朋友给的但希望你们全家子子孙孙永远用西门子电器至于西门子请你们把心思花到产品质量上而不是给关不上门的冰箱配上警报系统或是给我打骚扰电话再他妈的骚扰我就公布你们的来电号码
anger,妈的感觉被蹭无线网了刚刚看球赛好好的现在连微博邮箱什么也打不开要命哪个鸟人
anger,美国将要宣布对台军售每次看这消息都觉得屈辱太他妈不讲理了英法支持利比亚反对派也没敢公开卖武器美国没把中国当回事而且与中国为敌议员普遍反华一遇选举就拿反华言论争取选票有人说美国不搞意识形态教育那美国人普遍的反共反华意识是咋来的是娘胎里带来的还是天上掉下来的
anger,昨天小姨家遭窃大胆毛贼收获三部手机一台笔记本电脑一只相机一只手表现金大几千最可恨的是还顺手牵走我们娃娃寄存的讲故事机和我们两根手机充电线毛贼你有点出息好不好连故事机也偷莫非你家也有呀呀学语的宝宝
anger,语文好歹能增长你的文学知识英语能让你与鬼佬交流历史能让你不背叛啊地理能让你不至于迷路啊政治能让你知道怎样维权啊可是数学除了毁掉整个人生还能做什么啊泥马啊你用函数买菜啊你去黄鹤楼还去算长江里的船距离你多远啊你看到一排电话号码要想想它们之间有没有通项公式啊
anger,我的天不要这样气晕我咯曾经在这架电梯上被两个老女人看着我的裤子说哎哟居然还有人把麦当劳的广告穿在裤子上
anger,一模的时候叫你多走一步多走一步就是希望好吧终于走到了高考你他妈又叫我回到原点去说什么这才是根本唉忘了说这根本就是一个坑
anger,河南邓州新西居委会主任兼党支书杨静杰在职期间为非作歹被捕判处缓刑后仍占据职位6年之久基层多次反映上级均不了了之
anger,卧槽见习报告老湿说不能有小广告性质的介绍说明不能有抒情可是学生会会长去年的报告全是小广告介绍抒情尼玛啊
anger,沫沫别逼我骂你干嘛自己不会百度不认识不会往前翻微博圈你妹的
anger,绕秦岭一圈电信3G信号强联通10000倍以上因为联通根本没得信号既使我拿一个好终端没有信号也没用啊
anger,中华网揭幕内参日本37万平方公里却变态地修建了57个核电站发出的电不到全国需求的30%一个核电站有46个反应堆即全国有三百多个反应堆37万30%11万平方公里即三百多个反应堆为11万平方公里供电367平方公里也就是说相当于每个县级城市就要配一个核反应堆这正常吗
anger,在这里申明一下本着资源共享的原则我的图从不上LOGO从不禁转可并不意味着未经我允许你可以拿着我的图肆意PS你的审美观很扭曲知道吗马雪阳真水无香何需你的浓妆艳抹皆因目前尚不知P图的人究竟是谁那张黑图我也不想传上来所以P图人你若看见这条微博请自动删掉那张图请尊重版权谢谢
anger,新年元旦恰逢妈妈生日全家到湖南凤凰县城旅游没想到遭遇血光之灾小偷行窃被发现后持匕首行凶将老爸老公多处刺伤血流如注美好的全家旅游变成了灾难为何凤凰的小偷会如此猖狂光天化日之下竟敢持刀杀人口出狂言偷了你的东西又怎么样公安机关至今没有办案进展恐怖的凤凰
anger,狠狠地瞪我一眼以后就这样了那你睡觉四养八叉的还不让人笑啊我不就是笑的比较嗨吗你至于瞪我吗纳了闷了
anger,你妹啊北京的道儿你走不起啊北京的车位你停不起啊北京的燃油你也烧不起啊发改委的嘴你辩不起啊垄断企业的财路你挡不起啊尼玛的就连工资都涨不起啊
anger,手机又被偷了去年htc今年iphone4北京和上海的酒吧都不安全哇上海的小偷偷走手机还在我兜里放了一打火机真逗明天去珠海无人岛潜水就当是破财免灾了
anger,新闻说日本有四名婴幼儿注射预防针后死亡因此日本停止使用该预防针新闻说我们中国这类预防针未列入国家免费计划属于自费项目暂时还没有停止使用的计划关系到孩子的健康怎么能如此忽视
anger,全家人都出去了留我一个人在家走吧走吧碍眼的很去买你们的车真的是一个人在家玩电脑有什么意思还说带我去游泳过分的很
anger,第二十三集尼玛尼玛尼玛尼玛如忆姐你是要赶着去投胎是不是对一个关心你生死的人左一巴掌右一巴掌你的良心是不是自己吃掉了呀
anger,早上去医院做雾化治疗被护士安排在仅馀的一个座位跟我同坐一条椅子的某壮汉毫无意义的得瑟着一条粗腿像被电击了一样于是我被晕船了从小到大我最痛恨两种人第一种劝我吃肥肉第二种就是抖腿
anger,答应下来的工作不管怎样我一定会坚持这是老娘的职业道德但并不代表会一再任你们摆布今天再不见好就收就让你们见识见识什么是女王
anger,我看到的是每间学生宿舍都配备一台空调24小时供应热水免费校园网及宽带网接口每位学生都配有一台固定电话学校食堂免费供应米饭教学楼和图书馆提供免费纯净水厕所配有免费卫生纸每一位学生一台密码保险箱学生公寓封闭式管理采用智能卡门禁管理系统石康和我去的厦大不在一个次元吧
anger,在人行道上正常走被辽A7U903奔腾B70溅了一身水在此强烈谴责那位司机诅咒司机提醒下开车的司机雨天开车注意行人尤其在人行道上开车的司机
anger,携程你们有病吧我不住你们定的酒店怎么了你有必要追着我半个月大清早问我为什么不住吗麻辣隔壁我凭什么要根你解释啊大家以后定酒店去淘宝旅行订那是真的便宜我不住的原因是我到酒店大堂一问价格比在携程订的便宜多了我不要狗屁积分又不能换钱啊老拿积分说事烦死了
anger,突然想通了女人就是他妈的不能做贤妻不能太朴素不能成天乖乖待在家里等男人回来这样做唯一的结果就是被欺骗被背叛
anger,要怎样啊始源消失10天说去日本了金希澈录制了两期的YS也不见了颁奖礼什么的都没参加刚刚更新退特说什么好久不见韩庚现在还在日本吧是要怎样啊还有昨天在中很久没更退特竟然在昨天更新了于是你们是跑到日本去聚会了吧
anger,为朋友转发朋友母亲因心脏病住进协和心外科昨晚医院突然调来男病人到其所在的女病房半夜男病人对其母亲进行了性搔扰报警警察不管医院推卸责任医院还声称该男病人是神精病人这么个大医院男女混住病人混住同病房的其他病人均可作证求大家帮忙声讨
anger,是最近被打击过度么大家纷纷对一条铺天盖地的新闻持怀疑态度既然用了肯定的语气那就是已签约而非有意向啊看来非要等唐人那帮吃货发话才能打消疑虑但是人家最近在哭鳖自家步步呢那顾得上我们呀
anger,罗塞尔我们曾在比赛中陷入困境但最终还是甜蜜的赢得了胜利我为球队感到骄傲阿比达尔这是一场艰难的比赛我们表现的很好尤其是上半场范佩西的染红改变了比赛是的他的下场确实对比赛有一定的影响但他也应该遵守规则8强希望遇到谁里昂吧这不是2B是什么
anger,我操你妈这房间隔音效果么那差隔壁房间女滴那声音还利马一个房间三四个人同时在那里哮喘利马群P还非要赶清早要搞半夜搞撒还什么疼啊疼滴刚睡着被浪叫叫醒了老子中午还要去北京这利马不用睡了
anger,上图英勇城管再战江湖广州小贩血肉模糊昨天广州几名卖红薯玉米的小贩与城管发生激烈冲突2名小贩受伤被送往医院治疗其中一人被钢管警棍爆头
anger,稀土卖出白菜价这是浪费资源的极大表现我们要话语权要定价权全国政协委员骆沙鸣呼吁稀土不仅是稀缺资源而且是战略资源应迅速扭转我国稀土资源低价交易的局面促进稀土工业科学发展可持续发展为子孙后代发展留下珍惜资源
anger,其实城管还是二妈生的杀个当兵的或者警察试试搞不懂的是既然知道自己是baster那么能不能低调点
anger,不行随手看了一分钟我特么就忍不住了管事的出来教训这些宫女要是不好好干家乡的长官也会受到牵连州长州长你妹啊唐代州郡一级的官职有刺史别驾长史司马录事参军事哪里他妈来的州长就说施瓦辛格不做州长了也不能这么欺负州长吧
anger,方便面涨价了鸡蛋涨价了面粉涨价了汽油涨价了羽绒服涨价了除了工资身边的一切几乎都涨价了但是我们依然需要坚强地活下去因为墓地现在也涨价了
anger,一大早挤公交的有没有挤公交也很能减肥哦乘客表情图全集终极版本已出太强悍了
anger,虽然昨天已点评今日再看详解仍控制不了心中愤怒狗日的王八蛋挨千刀都不足平息民愤
anger,姐今天好不容易有个闲情逸致要蒸个桑那居然居然发现桑那房不知道在什么时候已经被我妈偷偷给改成杂物间了
anger,提起取钱我想起一事去年有一次去市区工行取钱排我前面一男纸硬是在那取了半个小时后来他才说他取两万我真想草早不说我都排半天了他才说拿了好几张卡因为每张卡每天限额五千而且一次取款不超过五百好像我勒个去我真想海扁他一顿
anger,京东你真的伤不起啊你妹的敢不敢别用这蛋疼的箱子了我明明买了6本书这下倒好全小区的人都知道了我无语这尼玛的杜蕾斯箱子感情是不要钱吧
anger,最强喜事不好看啊乐天二楼的泰迪厨房不好吃啊我要向大家郑重声明龙女很严肃地总结道这个地方不会再来了她指的是整个乐天城
anger,以后再都不要在犀浦切买火车票了排队排那么久不说又淋雨售票员还是个恶婆娘而且不但买不到学生票还多收5块钱代理费真是愚人节啊买个车票都那么纠结更愚人的是回来的时候公交车居然还没有到站就喊我们下车
anger,从三联回来了一本书没买停车费花了10元正好一小时奶奶滴三联的态度一如既往地差劲关门前10分钟就胆敢关灯赶人这种企业不值得同情抄下书名十馀个这就上网买去提出一个问题在一艘即将沉没的船上你努力划船是正确的选择吗
anger,霉体你们烦不烦够了没这已经是头条了他们已经做了你们那么久的头条了能不能放过他们这一次能不能不要再去打扰他们的家人朋友还有那些对他们俩怀疑的对他不爽的麻烦你们仔细想想爱的最基本是什么是信任你们连这点理解都不给他们这点相信都不给他们简直白陪着他们走过四年
anger,我要死了啊硬盘换就换呗麻痹的里面我这些年存的图频我的压箱货就这样没了吗谁来给我一刀吧
anger,保温涂料大裤衩同理早干嘛来着根本的解决办法是开发出完美的保温材料良好的阻燃性都是找辙大裤衩同理早干嘛来着
